Guam At-Large,U.S. Representative,"San Nicolas, Michael F.Q.",D,@GuamCongressman,@michael.fq.san.nicolas,x
Hawaii,U.S. Senator,"Schatz, Brian",D,@SenBrianSchatz,@senbrianschatz,x
Hawaii,U.S. Senator,"Hirono, Mazie",D,@maziehirono,@maziehirono,x
Hawaii 1st District,U.S. Representative,"Case, Ed",D,@RepEdCase,@repedcase,x
Hawaii 2nd District,U.S. Representative,"Gabbard, Tulsi",D,@TulsiPress,@tulsigabbard,x
Idaho,U.S. Senator,"Risch, Jim",R,@SenatorRisch,,x
Idaho,U.S. Senator,"Crapo, Mike",R,@MikeCrapo,@mikecrapo,x
Idaho 1st District,U.S. Representative,"Fulcher, Russ",R,@RepRussFulcher,@reprussfulche,x
Idaho 2nd District,U.S. Representative,"Simpson, Mike",R,@CongMikeSimpson,,x
Illinois,U.S. Senator,Tammy Duckwort,D,@SenDuckworth,@senduckworth,x
Illinois,U.S. Senator,"Durbin, Richard",D,@SenatorDurbin,@durbincampaign,x
Illinois 1st District,U.S. Representative,"Rush, Bobby L.",D,@RepBobbyRush,@repbobbyrush,x
Illinois 2nd District,U.S. Representative,"Kelly, Robin",D,@RepRobinKelly,@reprobinkelly,x
Illinois 3rd District,U.S. Representative,"Lipinski, Daniel",D,@RepLipinski,@repdanlipinski,x
Illinois 4th District,U.S. Representative,"Garcia, Jesus “Chuy”",D,@RepChuyGarcia,@repchuygarcia,x
Illinois 5th District,U.S. Representative,"Quigley, Mike",D,@RepMikeQuigley,@repmikequigley,x
Illinois 6th District,U.S. Representative,"Casten, Sean",D,@RepCasten,@repseancasten,x
Illinois 7th District,U.S. Representative,"Davis, Danny K.",D,@RepDannyDavis,@repdannydavis,x
Illinois 8th District,U.S. Representative,"Krishnamoorthi, Raja",D,@RajaForCongress,@congressmanraja,x
Illinois 9th District,U.S. Representative,"Schakowsky, Jan",D,@janschakowsky,@janschakowsky,x
Illinois 10th District,U.S. Representative,"Schneider, Bradley",D,@RepSchneider,@repschneider,x
Illinois 11th District,U.S. Representative,"Foster, Bill",D,@RepBillFoster,@repbillfoster,x
Illinois 12th District,U.S. Representative,"Bost, Mike",R,@RepBost,,x
Illinois 13th District,U.S. Representative,"Davis, Rodney",R,@RodneyDavis,@reprodneydavis,x
Illinois 14th District,U.S. Representative,"Underwood, Lauren",D,@RepUnderwood,@repunderwood,x
Illinois 15th District,U.S. Representative,"Shimkus, John",R,@RepShimkus,,x
Illinois 16th District,U.S. Representative,"Kinzinger, Adam",R,@RepKinzinger,@adam_kinzinger,x
Illinois 17th District,U.S. Representative,"Bustos, Cheri",D,@RepCheri,@repcheri,x
Illinois 18th District,U.S. Representative,"LaHood,Darin",R,@ElectLaHood,,x
Indiana,U.S. Senator,"Braun, Mike",R,@Braun4Indiana,@senatorbraun,x
Indiana,U.S. Senator,"Young, Todd",R,@SenToddYoung,@sentoddyoung,x
Indiana 1st District,U.S. Representative,"Visclosky, Peter",D,@RepVisclosky,@repvisclosky,x
Indiana 2nd District,U.S. Representative,"Walorski, Jackie",R,@RepWalorski,@jackiewalorski,x
Indiana 3rd District,U.S. Representative,"Banks, Jim",R,@Jim_Banks,@repjimbanks,x
Indiana 4th District,U.S. Representative,"Baird, James",R,@RepJimBaird,,x
Indiana 5th District,U.S. Representative,"Brooks, Susan W.",R,@SusanWBrooks,@susanwbrooks,x
Indiana 6th District,U.S. Representative,"Pence, Greg",R,@RepGregPence,@repgregpence,x
Indiana 7th District,U.S. Representative,"Carson, André",D,@RepAndreCarson,@repandrecarson,x
Indiana 8th District,U.S. Representative,"Bucshon, Larry",R,@RepLarryBucshon,@replarrybucshon,x
Indiana 9th District,U.S. Representative,"Hollingsworth, Trey",R,@VoteForTrey,@rep_trey,x
Iowa,U.S. Senator,"Grassley, Chuck",R,@ChuckGrassley,@senatorchuckgrassley,x
Iowa,U.S. Senator,Joni Ernst,R,@SenJoniErnst,@senjoniernst,x
Iowa 1st District,U.S. Representative,"Finkenauer, Abby",D,@RepFinkenauer,@repabbyfinkenauer,x
Iowa 2nd District,U.S. Representative,"Loebsack, David",D,@daveloebsack,@daveloebsack,x
Iowa 3rd District,U.S. Representative,"Axne, Cynthia",D,@RepCindyAxne,@repcindyaxne,x
Iowa 4th District,U.S. Representative,"King, Steve",R,@SteveKingIA,@stevekingia,x
Kansas,U.S. Senator,"Roberts, Pat",R,@SenPatRoberts,@senpatroberts,x
Kansas,U.S. Senator,"Moran, Jerry",R,@JerryMoran,,x
Kansas 1st District,U.S. Representative,"Marshall, Roger",R,@RogerMarshallMD,@repmarshall,x
Kansas 2nd District,U.S. Representative,"Watkins, Steve",R,@Rep_Watkins,,x
Kansas 3rd District,U.S. Representative,"Davids, Sharice",D,@RepDavids,@repdavids,x
Kansas 4th District,U.S. Representative,"Estes, Ron",R,@RepRonEstes,@repronestes,x
Kentucky,U.S. Senator,"Paul, Rand",R,@RandPaul,@drrandpaul,x
Kentucky,U.S. Senator,"McConnell, Mitch",R,@McConnellPress,@mcconnellpress,x
Kentucky 1st District,U.S. Representative,"Comer, James",R,@JamesComer,@congressmancomer,x
Kentucky 2nd District,U.S. Representative,"Guthrie, S. Brett",R,@RepGuthrie,@repguthrie,x
Kentucky 3rd District,U.S. Representative,"Yarmuth, John A.",D,@RepJohnYarmuth,,x
Kentucky 4th District,U.S. Representative,"Massie, Thomas",R,@RepThomasMassie,@repthomasmassie,x
Kentucky 5th District,U.S. Representative,"Rogers, Harold",R,@RepHalRogers,@rephalrogers,x
Kentucky 6th District,U.S. Representative,"Barr, Andy",R,@RepAndyBarr,@repandybarr,x
Louisiana,U.S. Senator,"Kennedy, John",R,@JohnKennedyLA,@senjohnkennedy,x
Louisiana,U.S. Senator,"Cassidy, Bill",R,@BillCassidy,,x
Louisiana 1st District,U.S. Representative,"Scalise, Steve",R,@SteveScalise,@stevescalise,x
Louisiana 2nd District,U.S. Representative,"Richmond, Cedric",D,@RepRichmond,@cedric_richmond,x
Louisiana 3rd District,U.S. Representative,"Higgins, Clay",R,@CaptClayHIggins,@repclayhiggins,x
Louisiana 4th District,U.S. Representative,"Johnson, Mike",R,@RepMikeJohnson,@repmikejohnso,x
Louisiana 5th District,U.S. Representative,"Abraham, Ralph",R,@RepAbraham,@repabraham,x
Louisiana 6th District,U.S. Representative,"Graves, Garret",R,@RepGarretGraves,@instagravesla,x
Maine,U.S. Senator,Angus King,I,@SenAngusKing,@anguskingmaine,x
Maine,U.S. Senator,"Collins, Susan",R,@SenatorCollins,@sensusancollins,x
Maine 1st District,U.S. Representative,"Pingree, Chellie",D,@chelliepingree,@chelliepingre,x
Maine 2nd District,U.S. Representative,"Golden, Jared",D,@RepGolden,,x
Maryland,U.S. Senator,"Van Hollen, Chris",D,@ChrisVanHollen,@chrisvanhollen,x
Maryland,U.S. Senator,"Cardin, Benjamin",D,@SenatorCardin,@senatorcardin,x
Maryland 1st District,U.S. Representative,"Harris, Andy",R,@RepAndyHarrisMD,@repandyharri,x
Maryland 2nd District,U.S. Representative,"Ruppersberger, C. A. Dutch",D,@Call_Me_Dutch,@dutchruppersberger,x
Maryland 3rd District,U.S. Representative,"Sarbanes, John P.",D,@RepSarbanes,@johnsarbanes,x
Maryland 4th District,U.S. Representative,"Brown, Anthony",D,@RepAnthonyBrown,@repanthonybrown,x
Maryland 5th District,U.S. Representative,"Hoyer, Steny H.",D,@LeaderHoyer,@leaderhoyer,x
Maryland 6th District,U.S. Representative,"Trone, David",D,@RepDavidTrone,@davidjtrone,x
Maryland 7th District,U.S. Representative,"Mfume, Kweisi",D,@Mfume4Congress,@mfumeforcongress,x
Maryland 8th District,U.S. Representative,"Raskin, Jamie",D,@Jamie_Raskin,@repraskin,x
Massachusetts,U.S. Senator,"Warren, Elizabeth",D,@SenWarren,@elizabethwarren,x
Massachusetts,U.S. Senator,"Markey, Edward",D,@SenMarkey,@edmarkey,x
Massachusetts 1st District,U.S. Representative,"Neal, Richard E.",D,@RepRichardNeal,,x
Massachusetts 2nd District,U.S. Representative,"McGovern, James",D,@RepMcGovern,@repmcgovern,x
Massachusetts 3rd District,U.S. Representative,"Trahan, Lori",D,@RepLoriTrahan,@reploritrahan,x
Massachusetts 4th District,U.S. Representative,"Kennedy III, Joseph P.",D,@RepJoeKennedy,@repkennedy,x
Massachusetts 5th District,U.S. Representative,"Clark, Katherine",D,@RepKClark,@repkclark,x
Massachusetts 6th District,U.S. Representative,"Moulton, Seth",D,@teammoulton,@repmoulton,x
Massachusetts 7th District,U.S. Representative,"Pressley, Ayanna",D,@RepPressley,@ayannapressley,x
Massachusetts 8th District,U.S. Representative,"Lynch, Stephen F.",D,@RepStephenLynch,@repstephenlynch,x
Massachusetts 9th District,U.S. Representative,"Keating, William",D,@USRepKeating,,x
Michigan,U.S. Senator,"Stabenow, Debbie",D,@SenStabenow,@senatordebbiestabenow,x
Michigan,U.S. Senator,"Peters, Gary",D,@SenGaryPeters,@sengarypeters,x
Michigan 1st District,U.S. Representative,"Bergman, Jack",R,@JackBergman_MI1,@repjackbergman,x
Michigan 2nd District,U.S. Representative,"Huizenga, Bill",R,@RepHuizenga,@rephuizenga,x
Michigan 3rd District,U.S. Representative,"Amash, Justin",L,@justinamash,@justinamash,x
Michigan 4th District,U.S. Representative,"Moolenaar, John",R,@RepMoolenaar,@repmoolenaar,x
Michigan 5th District,U.S. Representative,"Kildee, Daniel",D,@RepDanKildee,@repdankildee,x
Michigan 6th District,U.S. Representative,"Upton, Fred",R,@RepFredUpton,@repfredupton,x
Michigan 7th District,U.S. Representative,"Walberg, Tim",R,@RepWalberg,@repwalberg,x
Michigan 8th District,U.S. Representative,"Slotkin, Elissa",D,@RepSlotkin,@repslotkin,x
Michigan 9th District,U.S. Representative,"Levin, Andy",D,@RepAndyLevin,@repandylevin,x
Michigan 10th District,U.S. Representative,"Mitchell, Paul",R,@PaulMitchell4us,@reppaulmitchell,x
Michigan 11th District,U.S. Representative,"Stevens, Haley",D,@RepHaleyStevens,@rephaleystevens,x
Michigan 12th District,U.S. Representative,"Dingell, Debbie",D,@RepDebDingell,@repdingell,x
Michigan 13th District,U.S. Representative,"Tlaib, Rashida",D,@RepRashida,@rashidatlaib,x
Michigan 14th District,U.S. Representative,"Lawrence, Brenda",D,@RepLawrence,@repbrendalawrence,x
Minnesota,U.S. Senator,"Klobuchar, Amy",D,@amyklobuchar,@amyklobuchar,x
Minnesota,U.S. Senator,"Smith, Tina",D,@SenTinaSmith,@tinasmithmn,x
Minnesota 1st District,U.S. Representative,"Hagedorn, Jim",R,@RepHagedorn,@rephagedorn,x
Minnesota 2nd District,U.S. Representative,"Craig, Angie",D,@RepAngieCraig,@repangiecrai,x
Minnesota 3rd District,U.S. Representative,"Phillips, Dean",D,@RepDeanPhillips,@repdeanphillips,x
Minnesota 4th District,U.S. Representative,"McCollum, Betty",D,@BettyMcCollum04,@repbettymccollum,x
Minnesota 5th District,U.S. Representative,"Omar, Ilhan",D,@IlhanMN,@ilhanmn,x
Minnesota 6th District,U.S. Representative,"Emmer, Tom",R,@RepTomEmmer,@reptomemmer,x
Minnesota 7th District,U.S. Representative,"Peterson, Collin C.",D,@collinpeterson,,x
Minnesota 8th District,U.S. Representative,"Stauber, Pete",R,@RepPeteStauber,@petestaubermn,x
Mississippi,U.S. Senator,"Wicker, Roger",R,@SenatorWicker,@senatorwicker,x
Mississippi,U.S. Senator,"Hyde-Smith, Cindy",R,@SenHydeSmith,@sencindyhydesmith,x
Mississippi 1st District,U.S. Representative,"Kelly, Trent",R,@RepTrentKelly,@reptrentkelly,x
Mississippi 2nd District,U.S. Representative,"Thompson, Bennie G.",D,@BennieGThompson,@benniegthompson,x
Mississippi 3rd District,U.S. Representative,"Guest, Michael",R,@RepMichaelGuest,@repmichaelguest,x
Mississippi 4th District,U.S. Representative,"Palazzo, Steven",R,@CongPalazzo,@congressmanpalazzo,x
Missouri,U.S. Senator,"Hawley, Josh",R,@HawleyMO,@joshhawleymo,x
Missouri,U.S. Senator,"Blunt, Roy",R,@RoyBlunt,@royblunt,x
Missouri 1st District,U.S. Representative,"Clay Jr., William “Lacy”",D,@LacyClayMO1,,x
Missouri 2nd District,U.S. Representative,"Wagner, Ann",R,@RepAnnWagner,@repannwagner,x
Missouri 3rd District,U.S. Representative,"Luetkemeyer, Blaine",R,@RepBlaine,@repblaine,x
Missouri 4th District,U.S. Representative,"Hartzler, Vicky",R,@RepHartzler,@rephartzler,x
Missouri 5th District,U.S. Representative,"Cleaver, Emanuel",D,@repcleaver,@repcleaver,x
Missouri 6th District,U.S. Representative,"Graves, Sam",R,@RepSamGraves,@repsamgraves,x
Missouri 7th District,U.S. Representative,"Long, Billy",R,@USRepLong,,x
Missouri 8th District,U.S. Representative,"Smith, Jason",R,@RepJasonSmith,@repjasonsmith,x
Montana,U.S. Senator,"Tester, Jon",D,@SenatorTester,@senatorjontester,x
Montana,U.S. Senator,"Daines, Steve",R,@SteveDaines,@stevedaines,x
Montana At-Large,U.S. Representative,"Gianforte, Greg",R,@GregForMontana,,x
Nebraska,U.S. Senator,"Sasse, Ben",R,@SenSasse,@senatorsasse,x
Nebraska,U.S. Senator,"Fischer, Deb",R,@SenatorFischer,@senatorfischer,x
Nebraska 1st District,U.S. Representative,"Fortenberry, Jeff",R,@JeffFortenberry,,x
Nebraska 2nd District,U.S. Representative,"Bacon, Don",R,@RepDonBacon,@repdonbacon,x
Nebraska 3rd District,U.S. Representative,"Smith, Adrian",R,@RepAdrianSmith,@repadriansmith,x
Nevada,U.S. Senator,"Rosen, Jacky",D,@SenJackyRosen,@senjackyrosen,x
Nevada,U.S. Senator,"Cortez Mastro, Catherine",D,@CatherineForNV,@sencortezmasto,x
